timestamp,icu_unit,beds_total,beds_occupied,beds_available,ventilators_total,ventilators_in_use,nursing_staff_present,nursing_staff_required,critical_patients,stable_patients,utilization_rate
2024-05-20 15:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-20 15:00:00,ICU-Pediatric,4,4,0,3,2,1,2,1,3,1.0
2024-05-20 15:00:00,ICU-Neonatal,3,3,0,2,2,1,1,1,2,1.0
2024-05-20 15:00:00,ICU-Trauma,6,6,0,5,3,2,3,2,4,1.0
2024-05-20 17:00:00,ICU-General,8,7,1,6,4,3,3,2,5,0.875
2024-05-20 17:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-20 17:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-20 17:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-20 17:00:00,ICU-Trauma,6,6,0,5,3,2,3,2,4,1.0
2024-05-20 19:00:00,ICU-General,8,8,0,6,5,3,4,5,3,1.0
2024-05-20 19:00:00,ICU-Cardiac,5,5,0,4,3,1,2,3,2,1.0
2024-05-20 19:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-20 19:00:00,ICU-Neonatal,3,3,0,2,2,1,1,1,2,1.0
2024-05-20 19:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-20 21:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-20 21:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-20 21:00:00,ICU-Pediatric,4,4,0,3,2,2,2,1,3,1.0
2024-05-20 21:00:00,ICU-Neonatal,3,3,0,2,1,1,1,2,1,1.0
2024-05-20 21:00:00,ICU-Trauma,6,6,0,5,4,2,3,3,3,1.0
2024-05-20 23:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-20 23:00:00,ICU-Cardiac,5,5,0,4,3,2,2,2,3,1.0
2024-05-20 23:00:00,ICU-Pediatric,4,4,0,3,2,2,2,1,3,1.0
2024-05-20 23:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-20 23:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-21 01:00:00,ICU-General,8,8,0,6,4,3,4,5,3,1.0
2024-05-21 01:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-21 01:00:00,ICU-Pediatric,4,4,0,3,2,1,2,1,3,1.0
2024-05-21 01:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-21 01:00:00,ICU-Trauma,6,6,0,5,4,3,3,3,3,1.0
2024-05-21 03:00:00,ICU-General,8,7,1,6,4,3,3,3,4,0.875
2024-05-21 03:00:00,ICU-Cardiac,5,5,0,4,3,1,2,3,2,1.0
2024-05-21 03:00:00,ICU-Pediatric,4,4,0,3,2,1,2,1,3,1.0
2024-05-21 03:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-21 03:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-21 05:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-21 05:00:00,ICU-Cardiac,5,5,0,4,3,2,2,3,2,1.0
2024-05-21 05:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-21 05:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-21 05:00:00,ICU-Trauma,6,6,0,5,4,2,3,2,4,1.0
2024-05-21 07:00:00,ICU-General,8,7,1,6,5,2,3,4,3,0.875
2024-05-21 07:00:00,ICU-Cardiac,5,5,0,4,3,2,2,2,3,1.0
2024-05-21 07:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-21 07:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-21 07:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-21 09:00:00,ICU-General,8,7,1,6,4,2,3,2,5,0.875
2024-05-21 09:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-21 09:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-21 09:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-21 09:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-21 11:00:00,ICU-General,8,8,0,6,4,3,4,5,3,1.0
2024-05-21 11:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-21 11:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-21 11:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-21 11:00:00,ICU-Trauma,6,5,1,5,4,2,2,2,3,0.8333
2024-05-21 13:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-21 13:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-21 13:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-21 13:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-21 13:00:00,ICU-Trauma,6,6,0,5,3,2,3,3,3,1.0
2024-05-21 15:00:00,ICU-General,8,8,0,6,5,3,4,5,3,1.0
2024-05-21 15:00:00,ICU-Cardiac,5,5,0,4,3,1,2,3,2,1.0
2024-05-21 15:00:00,ICU-Pediatric,4,4,0,3,2,1,2,1,3,1.0
2024-05-21 15:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-21 15:00:00,ICU-Trauma,6,5,1,5,4,2,2,2,3,0.8333
2024-05-21 17:00:00,ICU-General,8,7,1,6,4,3,3,4,3,0.875
2024-05-21 17:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-21 17:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-21 17:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-21 17:00:00,ICU-Trauma,6,5,1,5,4,1,2,3,2,0.8333
2024-05-21 19:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-21 19:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-21 19:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-21 19:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-21 19:00:00,ICU-Trauma,6,6,0,5,4,3,3,3,3,1.0
2024-05-21 21:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-21 21:00:00,ICU-Cardiac,5,4,1,4,2,2,2,1,3,0.8
2024-05-21 21:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-21 21:00:00,ICU-Neonatal,3,3,0,2,2,1,1,1,2,1.0
2024-05-21 21:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-21 23:00:00,ICU-General,8,7,1,6,4,3,3,4,3,0.875
2024-05-21 23:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-21 23:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-21 23:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-21 23:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-22 01:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-22 01:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-22 01:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-22 01:00:00,ICU-Neonatal,3,3,0,2,1,1,1,2,1,1.0
2024-05-22 01:00:00,ICU-Trauma,6,5,1,5,4,2,2,2,3,0.8333
2024-05-22 03:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-22 03:00:00,ICU-Cardiac,5,5,0,4,3,1,2,3,2,1.0
2024-05-22 03:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-22 03:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-22 03:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-22 05:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-22 05:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-22 05:00:00,ICU-Pediatric,4,4,0,3,2,2,2,2,2,1.0
2024-05-22 05:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-22 05:00:00,ICU-Trauma,6,5,1,5,4,2,2,3,2,0.8333
2024-05-22 07:00:00,ICU-General,8,7,1,6,3,2,3,4,3,0.875
2024-05-22 07:00:00,ICU-Cardiac,5,4,1,4,3,1,2,1,3,0.8
2024-05-22 07:00:00,ICU-Pediatric,4,4,0,3,2,1,2,1,3,1.0
2024-05-22 07:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-22 07:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-22 09:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-22 09:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-22 09:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-22 09:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-22 09:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-22 11:00:00,ICU-General,8,7,1,6,4,3,3,4,3,0.875
2024-05-22 11:00:00,ICU-Cardiac,5,4,1,4,3,1,2,1,3,0.8
2024-05-22 11:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-22 11:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-22 11:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-22 13:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-22 13:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-22 13:00:00,ICU-Pediatric,4,3,1,3,2,1,1,2,1,0.75
2024-05-22 13:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-22 13:00:00,ICU-Trauma,6,5,1,5,3,2,2,3,2,0.8333
2024-05-22 15:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-22 15:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-22 15:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-22 15:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-22 15:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-22 17:00:00,ICU-General,8,6,2,6,4,2,3,4,2,0.75
2024-05-22 17:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-22 17:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-22 17:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-22 17:00:00,ICU-Trauma,6,5,1,5,4,2,2,3,2,0.8333
2024-05-22 19:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-22 19:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-22 19:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-22 19:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-22 19:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-22 21:00:00,ICU-General,8,7,1,6,4,3,3,4,3,0.875
2024-05-22 21:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-22 21:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-22 21:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-22 21:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-22 23:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-22 23:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-22 23:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-22 23:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-22 23:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-23 01:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-23 01:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-23 01:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-23 01:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-23 01:00:00,ICU-Trauma,6,4,2,5,3,1,2,1,3,0.6667
2024-05-23 03:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-23 03:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-23 03:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-23 03:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-23 03:00:00,ICU-Trauma,6,5,1,5,2,1,2,2,3,0.8333
2024-05-23 05:00:00,ICU-General,8,6,2,6,3,2,3,2,4,0.75
2024-05-23 05:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-23 05:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-23 05:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-23 05:00:00,ICU-Trauma,6,4,2,5,3,1,2,1,3,0.6667
2024-05-23 07:00:00,ICU-General,8,6,2,6,4,2,3,2,4,0.75
2024-05-23 07:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-23 07:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-23 07:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-23 07:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-23 09:00:00,ICU-General,8,6,2,6,4,2,3,2,4,0.75
2024-05-23 09:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-23 09:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-23 09:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-23 09:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-23 11:00:00,ICU-General,8,5,3,6,4,1,2,2,3,0.625
2024-05-23 11:00:00,ICU-Cardiac,5,3,2,4,2,1,1,1,2,0.6
2024-05-23 11:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-23 11:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-23 11:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-23 13:00:00,ICU-General,8,6,2,6,4,2,3,2,4,0.75
2024-05-23 13:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-23 13:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-23 13:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-23 13:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-23 15:00:00,ICU-General,8,6,2,6,4,3,3,3,3,0.75
2024-05-23 15:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-23 15:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-23 15:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-23 15:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-23 17:00:00,ICU-General,8,6,2,6,4,3,3,3,3,0.75
2024-05-23 17:00:00,ICU-Cardiac,5,3,2,4,2,1,1,1,2,0.6
2024-05-23 17:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-23 17:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-23 17:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-23 19:00:00,ICU-General,8,6,2,6,3,2,3,4,2,0.75
2024-05-23 19:00:00,ICU-Cardiac,5,3,2,4,3,1,1,2,1,0.6
2024-05-23 19:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-23 19:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-23 19:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-23 21:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-23 21:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-23 21:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-23 21:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-23 21:00:00,ICU-Trauma,6,5,1,5,3,2,2,3,2,0.8333
2024-05-23 23:00:00,ICU-General,8,6,2,6,3,2,3,2,4,0.75
2024-05-23 23:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-23 23:00:00,ICU-Pediatric,4,3,1,3,1,1,1,2,1,0.75
2024-05-23 23:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-23 23:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-24 01:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-24 01:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-24 01:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-24 01:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-24 01:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-24 03:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-24 03:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-24 03:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-24 03:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-24 03:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-24 05:00:00,ICU-General,8,6,2,6,4,3,3,3,3,0.75
2024-05-24 05:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-24 05:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-24 05:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-24 05:00:00,ICU-Trauma,6,4,2,5,2,1,2,2,2,0.6667
2024-05-24 07:00:00,ICU-General,8,6,2,6,3,2,3,2,4,0.75
2024-05-24 07:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-24 07:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-24 07:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-24 07:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-24 09:00:00,ICU-General,8,6,2,6,3,3,3,3,3,0.75
2024-05-24 09:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-24 09:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-24 09:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-24 09:00:00,ICU-Trauma,6,5,1,5,3,2,2,3,2,0.8333
2024-05-24 11:00:00,ICU-General,8,6,2,6,3,2,3,2,4,0.75
2024-05-24 11:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-24 11:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-24 11:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-24 11:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-24 13:00:00,ICU-General,8,6,2,6,3,2,3,2,4,0.75
2024-05-24 13:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-24 13:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-24 13:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-24 13:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-24 15:00:00,ICU-General,8,6,2,6,3,3,3,3,3,0.75
2024-05-24 15:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-24 15:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-24 15:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-24 15:00:00,ICU-Trauma,6,4,2,5,2,1,2,2,2,0.6667
2024-05-24 17:00:00,ICU-General,8,6,2,6,3,2,3,2,4,0.75
2024-05-24 17:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-24 17:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-24 17:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-24 17:00:00,ICU-Trauma,6,5,1,5,4,2,2,2,3,0.8333
2024-05-24 19:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-24 19:00:00,ICU-Cardiac,5,4,1,4,2,2,2,1,3,0.8
2024-05-24 19:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-24 19:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-24 19:00:00,ICU-Trauma,6,4,2,5,3,1,2,1,3,0.6667
2024-05-24 21:00:00,ICU-General,8,6,2,6,3,2,3,2,4,0.75
2024-05-24 21:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-24 21:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-24 21:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-24 21:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-24 23:00:00,ICU-General,8,6,2,6,4,2,3,4,2,0.75
2024-05-24 23:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-24 23:00:00,ICU-Pediatric,4,3,1,3,2,1,1,2,1,0.75
2024-05-24 23:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-24 23:00:00,ICU-Trauma,6,4,2,5,2,2,2,2,2,0.6667
2024-05-25 01:00:00,ICU-General,8,5,3,6,3,1,2,3,2,0.625
2024-05-25 01:00:00,ICU-Cardiac,5,3,2,4,2,1,1,1,2,0.6
2024-05-25 01:00:00,ICU-Pediatric,4,3,1,3,2,1,1,2,1,0.75
2024-05-25 01:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-25 01:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-25 03:00:00,ICU-General,8,6,2,6,3,2,3,4,2,0.75
2024-05-25 03:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-25 03:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-25 03:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-25 03:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-25 05:00:00,ICU-General,8,6,2,6,3,3,3,3,3,0.75
2024-05-25 05:00:00,ICU-Cardiac,5,4,1,4,3,1,2,1,3,0.8
2024-05-25 05:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-25 05:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-25 05:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-25 07:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-25 07:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-25 07:00:00,ICU-Pediatric,4,3,1,3,2,1,1,2,1,0.75
2024-05-25 07:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-25 07:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-25 09:00:00,ICU-General,8,6,2,6,4,2,3,4,2,0.75
2024-05-25 09:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-25 09:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-25 09:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-25 09:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-25 11:00:00,ICU-General,8,6,2,6,4,2,3,2,4,0.75
2024-05-25 11:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-25 11:00:00,ICU-Pediatric,4,3,1,3,2,1,1,2,1,0.75
2024-05-25 11:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-25 11:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-25 13:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-25 13:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-25 13:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-25 13:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-25 13:00:00,ICU-Trauma,6,4,2,5,3,2,2,2,2,0.6667
2024-05-25 15:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-25 15:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-25 15:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-25 15:00:00,ICU-Neonatal,3,3,0,2,1,1,1,2,1,1.0
2024-05-25 15:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-25 17:00:00,ICU-General,8,6,2,6,4,3,3,2,4,0.75
2024-05-25 17:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-25 17:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-25 17:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-25 17:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-25 19:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-25 19:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-25 19:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-25 19:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-25 19:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
